draw date,n1,n2,n3,n4,n5,pb
06/30/2023,13,22,47,51,55,9
07/04/2023,21,33,54,61,67,12
07/07/2023,8,10,17,55,66,3
07/11/2023,10,17,33,51,64,5
07/14/2023,10,24,48,51,66,15
07/18/2023,19,22,31,37,54,18
07/21/2023,29,40,47,50,57,25
07/25/2023,3,5,6,44,61,25
07/28/2023,5,10,28,52,63,18
08/01/2023,8,24,30,45,61,12
08/04/2023,11,30,45,52,56,20
08/08/2023,13,19,20,32,33,14
08/11/2023,8,9,18,35,41,18
08/15/2023,18,39,42,57,63,7
08/18/2023,10,20,29,44,66,11
08/22/2023,1,12,26,36,50,7
08/25/2023,12,23,26,31,38,2
08/29/2023,9,39,52,61,63,25
09/01/2023,10,31,42,43,55,8
09/05/2023,3,43,50,51,65,13
09/08/2023,3,12,17,51,62,1
09/12/2023,2,14,21,42,67,18
09/15/2023,5,13,29,50,53,25
09/19/2023,6,9,13,29,66,24
09/22/2023,10,13,14,57,66,3
09/26/2023,15,30,35,42,60,16
09/29/2023,18,40,47,55,64,11
10/03/2023,3,19,32,39,59,24
10/06/2023,12,24,46,57,66,22
10/10/2023,3,8,17,46,63,7
10/13/2023,6,18,44,46,68,18
10/17/2023,5,6,29,32,61,20
10/20/2023,7,29,36,49,61,22
10/24/2023,16,20,30,54,59,7
10/27/2023,11,32,43,57,70,6
10/31/2023,14,35,37,55,70,15
11/03/2023,15,32,38,47,65,12
11/07/2023,3,11,33,42,52,20
11/10/2023,13,33,59,68,70,8
11/17/2023,6,12,31,33,69,17
11/14/2023,29,35,59,61,69,22
11/21/2023,17,22,25,30,38,24
11/24/2023,6,15,45,59,68,1
11/28/2023,27,37,42,59,61,11
12/01/2023,12,47,49,52,65,12
12/05/2023,18,35,40,64,67,18
12/08/2023,21,26,53,66,70,13
12/12/2023,8,23,44,45,53,3
12/15/2023,10,20,28,40,54,12
12/19/2023,17,26,50,58,61,11
12/22/2023,10,26,36,54,69,4
12/26/2023,8,10,22,58,64,21
12/29/2023,11,27,30,62,70,10
01/02/2024,3,18,27,29,64,1
01/05/2024,5,23,26,38,44,25
01/09/2024,12,15,32,33,53,24
01/12/2024,19,34,35,45,67,7
01/16/2024,2,10,42,49,54,13
01/19/2024,1,9,16,17,30,17
01/23/2024,21,28,58,69,70,20
01/26/2024,14,31,34,50,61,13
01/30/2024,3,5,16,58,59,11
02/02/2024,11,22,42,64,69,18
02/06/2024,2,10,31,44,57,10
02/09/2024,17,22,29,46,69,1
02/13/2024,1,3,19,25,58,20
02/16/2024,19,23,39,42,67,18
02/20/2024,5,45,55,58,68,7
02/23/2024,4,6,40,41,60,11
02/27/2024,6,18,26,27,49,4
03/01/2024,15,33,37,55,61,24
03/05/2024,2,49,50,61,70,14
03/08/2024,19,20,22,47,58,1
03/12/2024,2,16,31,57,64,24
03/15/2024,13,25,50,51,66,6
03/19/2024,24,46,49,62,66,7
03/22/2024,3,8,31,35,44,16
03/26/2024,7,11,22,29,38,4
03/29/2024,11,30,33,38,60,16
04/02/2024,10,50,56,60,66,19
04/05/2024,20,30,54,63,65,14
04/09/2024,34,43,51,52,69,25
04/12/2024,1,12,14,18,66,16
04/16/2024,21,26,36,44,59,2
04/19/2024,19,30,34,46,58,3
04/23/2024,11,17,33,39,43,14
04/26/2024,15,23,53,57,61,9
04/30/2024,10,18,27,37,61,5
05/03/2024,6,13,15,53,56,11
05/07/2024,26,28,36,63,66,15
05/10/2024,13,22,26,32,65,18
05/14/2024,13,19,43,62,64,6
05/17/2024,8,17,40,60,70,3
05/21/2024,2,5,8,28,69,14
05/24/2024,46,54,56,67,70,16
05/28/2024,12,18,48,57,62,4
05/31/2024,4,11,23,33,49,23
06/04/2024,19,37,40,63,69,17
06/07/2024,3,5,12,22,66,7
06/11/2024,1,5,7,22,24,8
06/14/2024,1,25,26,31,65,2
06/18/2024,21,22,50,55,67,20
06/21/2024,3,18,27,40,44,19
06/25/2024,3,16,27,47,62,8
06/28/2024,28,31,33,42,66,24
07/02/2024,4,8,19,31,45,11
07/05/2024,6,15,32,54,67,4
07/09/2024,21,26,54,60,64,3
07/12/2024,15,35,48,53,68,8
07/16/2024,5,35,42,58,66,22
07/19/2024,10,17,23,50,67,3
07/23/2024,3,9,14,26,51,21
07/26/2024,2,14,33,58,65,3
07/30/2024,19,23,30,33,50,25
08/02/2024,6,7,24,44,54,13
08/06/2024,23,29,36,61,70,22
08/09/2024,12,32,38,40,57,21
08/13/2024,34,55,59,65,70,12
08/16/2024,22,38,48,51,61,5
08/20/2024,5,20,26,49,51,24
08/23/2024,28,30,44,66,69,2
08/27/2024,16,18,21,54,65,5
08/30/2024,10,17,20,24,54,8
09/03/2024,12,41,43,52,55,9
09/06/2024,6,23,41,59,63,25
09/10/2024,1,2,16,24,66,6
09/13/2024,21,55,56,57,66,1
09/17/2024,14,31,48,57,64,9
09/20/2024,20,21,40,49,55,11
09/24/2024,1,6,10,23,27,18
09/27/2024,29,46,53,69,70,23
10/01/2024,27,35,47,50,66,25
10/04/2024,21,39,42,43,45,3
10/08/2024,3,19,20,22,66,9
10/11/2024,3,10,29,52,57,20
10/15/2024,22,34,44,54,62,3
10/18/2024,4,9,26,39,58,23
10/22/2024,8,43,48,58,60,4
10/25/2024,23,26,35,41,43,7
10/29/2024,16,22,26,36,56,1
11/01/2024,11,22,42,46,51,4
11/05/2024,2,24,25,52,58,9
11/08/2024,25,28,42,64,69,19
11/12/2024,18,31,33,64,68,17
11/15/2024,5,17,35,55,69,19
11/19/2024,5,35,50,51,59,8
11/22/2024,13,20,26,32,65,2
11/26/2024,5,22,24,39,42,3
11/29/2024,3,29,34,37,38,17
12/03/2024,52,60,61,66,67,23
12/06/2024,16,21,33,39,45,24
12/10/2024,12,14,26,48,52,21
12/13/2024,36,43,52,58,65,16
12/17/2024,56,66,67,68,69,18
12/20/2024,2,20,51,56,67,19
12/24/2024,11,14,38,45,46,3
12/27/2024,3,7,37,49,55,6
12/31/2024,13,22,27,29,35,1
01/03/2025,20,42,46,59,69,19
01/07/2025,20,24,33,39,48,18
01/10/2025,9,23,39,65,66,22
01/14/2025,4,14,35,49,62,6
01/17/2025,8,10,37,54,69,22
01/21/2025,27,30,56,64,65,22
01/24/2025,8,12,43,52,62,18
01/28/2025,10,19,31,47,56,6
01/31/2025,9,28,48,56,63,2
02/04/2025,14,24,31,53,54,1
02/07/2025,4,24,32,41,55,16
02/11/2025,7,30,39,41,70,13
02/14/2025,11,19,31,49,56,16
02/18/2025,1,20,25,58,61,22
02/21/2025,1,13,28,37,46,10
02/25/2025,4,8,11,32,52,13
02/28/2025,9,19,30,35,66,16
03/04/2025,14,19,47,52,70,6
03/07/2025,8,20,48,58,60,7
03/11/2025,1,19,26,38,69,15
03/14/2025,3,17,39,42,70,1
03/18/2025,27,28,31,32,33,24
03/21/2025,15,22,31,52,57,2
03/25/2025,1,5,17,39,62,8
03/28/2025,2,9,31,60,63,23
04/01/2025,11,12,21,29,49,3
04/04/2025,11,28,35,37,69,25
04/08/2025,10,16,50,60,61,17
04/11/2025,15,37,38,56,58,19
04/15/2025,6,10,13,24,63,2
04/18/2025,5,13,15,17,28,1
04/22/2025,25,39,49,52,65,22
04/25/2025,38,40,60,62,70,9
04/29/2025,16,33,40,51,57,10
05/02/2025,14,37,40,41,68,2
05/06/2025,16,17,43,46,58,16
05/09/2025,9,10,12,48,60,16
05/13/2025,6,29,33,47,68,20
05/16/2025,2,22,42,62,66,14
05/20/2025,18,30,33,55,64,11
05/23/2025,7,18,40,55,68,18
05/27/2025,6,28,34,48,62,9
05/30/2025,2,28,37,38,58,13
06/03/2025,16,24,29,36,45,13
06/06/2025,16,40,54,56,57,3
06/10/2025,10,11,14,38,45,24
06/13/2025,8,10,22,40,47,1
06/17/2025,16,23,39,46,55,12
06/20/2025,26,49,58,61,63,9
06/24/2025,10,11,18,24,60,20
06/27/2025,18,21,29,42,50,2
07/01/2025,19,28,31,39,54,5
07/04/2025,17,20,24,41,42,24
07/08/2025,4,6,38,44,62,24
07/11/2025,12,23,24,31,56,1
07/15/2025,6,10,24,35,43,1
07/18/2025,11,43,54,55,63,3
07/22/2025,22,41,42,59,69,17
07/25/2025,14,21,25,49,52,7
07/29/2025,17,30,34,63,67,11
08/01/2025,18,27,29,33,70,22
08/05/2025,12,27,42,59,65,2
08/08/2025,2,6,8,14,49,12
08/12/2025,1,8,31,56,67,23
08/15/2025,4,17,27,34,69,16
08/19/2025,10,19,24,49,68,10
08/22/2025,18,30,44,48,50,12
08/26/2025,7,12,30,40,69,17
08/29/2025,13,31,32,44,45,21
09/02/2025,7,17,35,40,64,23
09/05/2025,6,14,36,58,62,24
09/09/2025,6,43,52,64,65,22
